Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia oriental y el Pacífico (excluido altos ingresos),EAP,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,7024440699,8814987806,10474942583,12196811008,14977819836,18533883395,23478544894,29605152668,35858266080,41078204606,49699859577,64296283693,75059188940,83388608620,89193645215,1.04E+11,1.21E+11,1.47E+11,1.57E+11,1.87E+11,2.18E+11,2.46E+11,2.74E+11,3.02E+11,3.53E+11,4.22E+11,4.55E+11,4.79E+11,4.91E+11,4.95E+11,4.56E+11,4.70E+11,4.66E+11,4.95E+11,5.40E+11,5.81E+11,6.20E+11,6.91E+11,7.18E+11,8.29E+11,1.19E+12,1.56E+12,1.74E+12,2.10E+12,2.44E+12,2.01E+12,2.12E+12,2.50E+12,2.81E+12,3.00E+12,3.27E+12,3.68E+12,3.35E+12,
inicial del dividendo demográfico,EAR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia oriental y el Pacífico,EAS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central (excluido altos ingresos),ECA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,5075880996,6402531670,7487194493,9002238744,10273530956,11685564424,14318940785,21588452099,27396292670,31909776492,37625763686,40661054555,40934804409,42544538388,43839636710,52118188463,60302610898,71681098814,71114548810,70787099022,78106590250,79598702651,1.66E+11,2.17E+11,2.26E+11,2.39E+11,2.52E+11,2.65E+11,3.31E+11,3.51E+11,3.39E+11,3.41E+11,3.63E+11,4.43E+11,5.10E+11,5.77E+11,7.47E+11,9.88E+11,1.07E+12,1.08E+12,1.17E+12,1.33E+12,1.43E+12,1.60E+12,1.48E+12,1.38E+12,1.44E+12,1.49E+12,1.43E+12,1.44E+12,1.47E+12,1.50E+12,1.45E+12,
Europa y Asia central,ECS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,402122588.1,432364315.1,535905146.8,573939123.7,708698193.9,993879992.3,1214102930,2485664571,4088901234,4637392148,6108962611,7772614471,7807592417,7692947368,8400083081,8792328903,9418379204,10553615498,10808842408,11376129175,12162488782,12520879955,12262380673,14119666467,18104800381,17000779726,17448118081,18355380902,18513032219,19100416764,17174293325,17805836810,19577250175,19967129789,20622972718,20423092328,20385516556,21108482826,19022237671,13366010558,15377007844,16167801266,16249091446,19080458389,24971316037,28392958561,35382005444,41157198886,44959257841,51895193769,56423149419,58070204213,60684713935,
"Egipto, República Árabe de",EGY,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,1801624657,2049117408,1952436871,1991608099,2209478866,4835420182,6357338118,11733540781,12857846528,14905845251,19130724408,22077857202,27323635751,30213012850,32187450012,36124676238,39891292452,44151539093,46148551467,45676111287,33015720171,32604272498,31168986022,30651243859,32499139580,33475216025,31512670142,29952913695,32347186890,31121616151,29232716501,28331673242,29671747582,30467606765,31403286339,30575696632,31028391833,34604548134,33925338197,35417097884,36803931990,35208762811,40061753452,46534987115,41772774971,49873938936,69188517055,84587108845,99457163486,1.15E+11,1.33E+11,1.46E+11,1.63E+11,
Zona del Euro,EMU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29056800.1,36689461.6,44286454.5,75455613.8,146136192,273362649.1,329696750.6,432797640.1,540750572.1,656094138.2,760244436.6,757208868.8,822735305.2,896724741.4,997784245.2,1050653956,1037276234,1050966567,990917322.4,943357437,906782925.5,873287801.3,797254598.7,820766657.9,791199901.6,771710773.6,789671429.3,761804727.5,715304699.5,
España,ESP,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etiopía,ETH,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,169291507.9,204419405.7,226992441.5,256405145.8,283128081.9,343674712.5,402645522.9,500727416.8,567285829.4,740065951.6,823661624.8,1841818082,3279545191,3845189805,4222435579,5212468613,6144432381,7377385232,7717008721,7855586230,8645231101,9133608406,9355564836,9717488584,10079654018,10324075338,10091749360,10090618085,10360532218,5572314681,5516263792,5745843979,6552441033,7281813432,6568177207,6175805430,2220991209,2592599173,2847636291,5361419434,7287411659,8607523905,10465118050,12585463066,16946037499,20443875424,23396722284,26170602395,27842524864,28377335498,30363947104,29983672807,28610147243,
Unión Europea,EUU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frágiles y situaciones de conflicto afectados,FCS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finlandia,FIN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,11665440,14810208.6,20721484.6,47197248,54507121.5,59299120.5,63899866.3,120597359.1,103213454.6,141674748.1,216321921.5,276430731.2,302393413.9,332406077.7,314560182.5,335680653.4,339619142.3,364679007.7,370909718.9,316399872,318026329.3,282093980.4,257427622.5,246248945.3,196861157.8,183417026,165771501,158130798.8,140365632.2,203848126.2,194527935.4,181389690.1,211378367.3,258131310.3,263742090.4,302666509.7,373224464.8,397932776.2,689116436.7,1067927269,1107442022,1355509518,1270343604,1284885540,1291245045,1232759435,1297960843,1267715374,1245969658,1344386627,1518444489,2028852201,2536846052,
Francia,FRA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Feroe,FRO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (Estados Federados de),FSM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabón,GAB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,103822382.2,145538293.9,229636306.8,396230224.3,528014042.9,882643164.9,1234281993,1476400117,1512811250,1722573960,1514020948,1135600330,1000623472,914890557.4,919426012.8,1206162951,1943574170,2618902682,2844956365,3350495574,3982877605,4222977720,3850442852,3862504190,4173198026,4362737008,4313553815,4282600648,4430828796,4006728294,3930290529,3447234061,3517028369,3806803406,4111417357,3982408562,4367730175,5131344448,2487040013,2711428131,2914864858,3182959184,3241048493,4822851464,4646619426,5127734759,5364300906,6545200064,6858896106,7253326080,7695219852,7806030500,7954498191,
Reino Unido,GBR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79312483,558986470.1,1450018420,1240357909,1361321591,1465764167,1648137049,1851041691,1825515849,1909485070,2034422947,2148630818,2316620171,2151260501,2573385096,2986949884,7721515062,8672797230,8790390910,10817606103,12624705945,13603272111,14157391180,14874617981,16320114022,16423919315,17326169250,18756970084,20088955015,22053309339,23981724306,
Ghana,GHA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,572138164.6,542386913.4,601807880.4,756428483.1,730055396.5,720589134.4,710690900.3,1066624519,1278646090,1281964511,1398364946,1538834502,1484226950,1666180356,1963074303,2256468114,2766891477,3313222736,3131102816,3402456463,3880932791,4380166481,4508061699,4886542112,5469152460,5935777124,6442990349,6347327633,6969089358,7103705179,6743341663,6860995877,7640294825,8301000838,7243731090,8091993818,6059739098,8311291215,10058853977,12962573037,17984659771,21317880742,23136954992,28487110594,28481344138,31269213548,34826564166,33798809880,35582425739,32568577782,40647060280,44746812268,44839810520,
Gibraltar,GIB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,336538268.5,450888914.1,525057663.4,633741807.2,756104761.2,786310948.4,836375367.8,930312967.8,1053329790,1171297355,1138754761,1375342329,1369541779,1345686448,1256355641,1463775807,1763025059,2068868487,2261520053,2166158233,2430250484,2558012336,2592984886,2767368417,3039874275,3195139274,3205668193,3482426718,3537648066,3201340498,3074719049,2912060904,3164480511,3174936865,3215975091,3082308084,3158729938,3305381166,3198361393,3232022942,3245354176,3209403952,1341955983,1681618744,1844271889,2042183634,2222977723,2394264523,2594809528,3539751345,4108722186,4607551461,4929016068,
Gambia,GMB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,5076000,5479788.1,7363300.6,8860001.6,12224401.5,13415000,15427601.5,38015802.8,49814426.7,81190316.2,136794649.3,176028514.2,207092702.7,211728665.6,230291916.7,245076853.8,270132607.5,326670313.3,325153968.4,337733390.8,369107805.3,383161876.9,403393643.3,425974575.1,422977251.4,426068749.7,451989840.9,424645554.3,459520620.6,471742641.4,490135711.9,494508599.3,583775769.6,643381438.2,679691270.3,661826687.4,709322151.4,690822190.6,391243687.5,531073521.2,543809679.3,515906627,565576213.2,582880967.8,558419261.5,586005734.1,575212239.2,710007476.1,735856034.3,813284955.9,928863762.5,1081432814,1129548425,
Guinea-Bissau,GNB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,0,0,0,0,0,7903500.5,16172701.6,25849862.3,51399777.5,69510697,137332753.3,149446902.5,170159605,198812301,254002180.8,319396839.1,372249867.5,485400954.7,569144690.3,598499893.1,697504207,750546467.4,764629993.3,789803311.4,852536430.8,896864789.9,938792769.8,924085531.8,973399599.9,943385217.5,951834343.1,906107735.5,980940699.6,1068441068,1117785117,1025672668,1050373768,1095302823,1102118546,1128860525,1095516336,277939878.3,275813029.5,289510655.1,327785895.4,394321266,386161383.1,453234189.7,547478154.5,647787480.4,863436889.6,1072516429,1020898096,
Guinea Ecuatorial,GNQ,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grecia,GRC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granada,GRD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,16048000,9107715.9,8931619.7,8980951.9,9274607.5,10525917,10642862.4,14396012.2,19119750.3,22361284.9,21536329.9,34017737,45419806.9,58501940.7,55598855.3,59764950.9,65312669.5,80338248,90751128.9,91648351.6,112883317,124502215.7,117298720.7,149341231.6,130260020.6,128146012.9,140689393.7,116640568,172158149.2,137900702.4,199420878.4,235652510.6,372086143.1,369076336.6,429599096.4,362225849.5,452574948.4,487671808.2,538874448.7,556610998.4,560589966.8,532309611.8,589250059.8,586831002.2,637672103.3,601161099.1,622125784.3,561492097.2,554451757.1,525463057.5,658538747.6,725553605.6,670046333,
Groenlandia,GRL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,192905000,219103000,234065000,280352000,325354000,396868000,465475440,744635179.9,909888330.4,1142203894,1269754663,1368802608,1654445086,1925687830,2486022261,2787414340,2915605760,2891484673,2707894027,2701287649,2911024152,2867141152,2822946042,2945010419,3162188948,3335545327,3414092731,3513160299,3691416631,3873237130,3948027446,4381821175,4527094224,5157578026,8094354234,9506426234,10946171835,12678187392,13823078748,14824423718,15043073564,16281345424,15367094882,17484024751,19511836132,20378217942,21129829604,23264893724,24274929981,25034633139,24813115712,26951811120,24991586615,
Guam,GUM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,82870994.6,156692603.4,158437579.3,178511425.6,221016020.1,328651332.4,426652641.9,526512349.1,611104607.8,686832901.5,842654972.3,916874252,1006253021,1254134873,1313853316,1526166926,1663808255,1765744328,1894110768,1660210656,1963150253,1977631782,1913525235,1967750373,2051880899,2118471710,1607335579,1590512899,1480883511,1433536565,1374473167,1327603202,1390166088,1454158542,1368422040,1238833545,1163165912,848663074.1,990493994.7,1427924570,1408397852,2006674225,1974205213,2302019509,2341948616,1636917068,1643860201,1582078488,1607000664,1530459138,1506687263,1889705076,2386873653,
Ingreso alto,HIC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong, Región Administrativa Especial",HKG,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,158332049.5,195525800.6,221179512.3,256095856.2,351485456.7,451047275.3,442654582.3,837192552.6,1024364382,1278417163,1572745694,1806705072,1948506802,2237516604,2407554579,2856023288,3098898300,3419824289,3426284930,3492341919,3816730012,3483455268,3970308051,4432302415,4792475230,4910255066,4806522989,4943512916,5100413863,5583856169,5616776613,5159558393,5491495664,5656942755,6205542461,5170226184,3987694942,3010680924,3517193356,3835948443,4008010904,4419294950,5086106376,6867621044,7369414616,7626993494,7614296900,8741578894,9167106738,9744777220,11065113770,12494060703,12608788823,
Países pobres muy endeudados (PPME),HPC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,HRV,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haití,HTI,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,52164000,50037000,53696000,51307000,120420665,148426495,181456752.4,235043455.3,281813569,334668126.7,382656540.8,500089812.3,609871507.4,644479206.2,731567557.7,782784896.8,773996522.3,905281161.3,877117132.5,859316294.3,939004257.9,804898214.1,830301663.3,845830044.3,758204227.1,837402729.3,924237596.4,1071797087,1068532782,1221741578,1203393476,1285544239,1280698139,1364909987,1284484872,1333931158,1416972000,1601590631,1964488511,1448420668,959066834.3,775845587.7,1163440320,1569393746,1951930400,2096138364,2167818423,2169815133,2219747747,2213887989,2317684494,2604100585,2560103667,
Hungría,HUN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sólo BIRF,IBD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRF y la AIF,IBT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total de la AIF,IDA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mezcla de la AIF,IDB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,3432691278,4682274735,5814543796,7270793342,9100920877,11497812015,14010058798,16470538470,18045712414,18623748317,20937697366,22761139319,25133280487,30229383589,32025253802,36714642568,42914295379,52526347017,54053879425,59380152210,69848505849,79528197363,87987351692,89157126589,1.08E+11,1.24E+11,1.29E+11,1.36E+11,1.51E+11,1.52E+11,1.44E+11,1.33E+11,1.28E+11,1.34E+11,1.38E+11,1.42E+11,1.36E+11,1.48E+11,1.58E+11,1.79E+11,1.98E+11,2.20E+11,2.53E+11,2.64E+11,2.93E+11,3.08E+11,3.19E+11,3.54E+11,3.80E+11,4.02E+11,4.17E+11,4.11E+11,3.96E+11,
Sólo AIF,IDX,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,6062538170,7940469461,9246675439,11954531371,16006583629,19697272062,23054838585,30879457310,38867090628,44807046367,55597393830,64005687793,71855624774,78237733423,83633460023,99072795166,1.11E+11,1.32E+11,1.36E+11,1.41E+11,1.58E+11,1.66E+11,1.70E+11,1.76E+11,1.87E+11,1.93E+11,1.88E+11,1.80E+11,1.90E+11,1.84E+11,1.78E+11,1.72E+11,1.84E+11,1.97E+11,2.03E+11,1.93E+11,1.70E+11,1.88E+11,2.09E+11,2.37E+11,2.46E+11,2.68E+11,3.01E+11,3.45E+11,3.76E+11,4.05E+11,4.32E+11,4.84E+11,5.17E+11,5.54E+11,6.17E+11,6.73E+11,6.90E+11,
Isla de Man,IMN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,8425121119,9328742282,10029268977,10965917520,12696953186,13865614019,14586390286,15414657570,16520249175,18190384895,20723360696,22480074709,26942860601,30649492455,32763961315,38934813159,44909442697,53424896489,59288500301,73721064976,83471522909,84852336186,87775440182,91330328768,97898626999,93808975940,93966076366,94059291709,98333648295,99779510346,1.01E+11,99500093586,1.06E+11,1.19E+11,1.24E+11,1.21E+11,1.60E+11,2.04E+11,2.27E+11,2.56E+11,2.90E+11,3.34E+11,3.93E+11,4.27E+11,4.58E+11,4.79E+11,4.56E+11,5.12E+11,5.21E+11,5.61E+11,5.65E+11,6.12E+11,6.17E+11,
No clasificado,INX,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,IRL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Irán, República Islámica del",IRN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,4618942613,3969211555,8269750071,7078085808,5159730090,6025227842,5793964261,6150722410,5843049165,6526858379,9026182538,11368427701,16074665445,23392435930,21792481977,21681652186,16684178793,11697339746,12341638353,9742304900,8800053479,8280878565,8934505230,14235372771,20950347847,21393520936,20494226261,20834072180,16026650175,18609984964,19768742370,17260291984,7481954468,7013042465,5817911004,6455859301,6058410416,6819093933,5773699804,4855393068,5433188396,10348874167,9950397347,
Iraq,IRQ,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19135602755,23367191730,28109428225,27835914160,27535398709,26387669577,25341439233,22588087264,
Islandia,ISL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italia,ITA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,981947821.4,1017279725,1050172115,1218593242,1451065680,1631097348,1468081463,1698452346,1443098519,1725519727,1933418149,2335978753,2881171636,3493302523,3636693776,4149647658,4267673178,4776923103,4639058354,4666126899,4790819214,4618745880,4638275930,4425210373,4651072789,4622579407,4101953170,3825332634,3952122371,4034619275,4827985735,5484756486,5608139724,5726989401,6523560517,6597422418,8091063793,10530735851,10437770844,11123704260,14193366149,14294408940,14253978535,12896250613,14084362821,14075342975,14025942395,14604848916,16391872501,16010597889,15914077389,17782171681,17560209002,
Jordania,JOR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,119092816.3,153348201.6,180464881.2,214800116.9,270701661.2,342812687.7,432465516.3,796335241.4,1111301691,1417948646,1866844712,2186348489,2648430694,3021355709,3281112514,3943825661,4831646194,6261594432,5918242632,7316087055,8332902494,9700258842,7966941071,7630572048,7552887476,7660567356,7379761663,7313830926,7560990588,8106195547,11062638715,11885718016,13015834375,12492626260,12895197669,12766664122,13856775215,14862495843,13818923250,14269772267,16894215041,17477930467,18297915662,23003169930,24125234089,25598481275,27110465348,30051818035,31925591354,33493554482,38038131760,41718455873,41203660882,
Japón,JPN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazajstán,KAZ,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34977844.5,1727754138,2789562086,3750246014,2922220065,4077953309,6074807302,6600356817,12890152383,15339983924,18437239277,23226790597,33233124794,43861793757,74438311787,96240591775,1.07E+11,1.10E+11,1.19E+11,1.24E+11,1.36E+11,1.50E+11,1.58E+11,1.53E+11,1.64E+11,1.59E+11,1.57E+11,1.59E+11,1.61E+11,1.61E+11,1.62E+11,
Kenya,KEN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,477537524.6,497894895.5,581161178.6,844716764.7,1152688059,1290219777,1493325017,1658887244,2173728428,2720995168,3386803514,3228165912,3367814484,3628284466,3511509910,4181365916,4603589574,5783681917,5809644179,5889233568,7055158929,7453499318,6898195692,7111518961,7124419831,7309198401,6813721635,6465020215,6823161839,6524904618,6147150098,5495276586,6095869528,6715084651,6916593411,6501013209,6719657604,7576695048,7691776549,8585721249,8885235533,10042095566,11832175543,13775500739,16911742537,19783760502,21057671043,26951349499,31433802016,34970099590,38038285074,41219330147,41562810755,
Kirguistán,KGZ,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5527412,292085078.1,446758489.5,609470825.3,1136989888,1340946373,1505065681,1852206784,1937816110,1823857617,1957506328,2148372909,2560865743,2256599326,2596155993,2878747158,3628104689,4118812292,4118497688,5493240305,6035834629,6815197401,7285152488,7720114041,7973634965,8129368633,8163905921,8454483249,8676163894,9061165088,9525049467,
Camboya,KHM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,163589000,163609000,163629000,163649000,163669000,186616660.8,190280363,189218800.8,253725961.9,264873693.3,1698280869,1674463039,1657688468,1743207880,1854015536,1916699701,1931499360,2001835074,2067765596,2108290127,2178847690,2391328664,2681720223,2890524251,2934613693,3033315873,2248479410,2648360715,3303650952,4010466367,4655287804,6749242998,7619793338,8320161444,9438769398,10063760400,11434259074,13548715758,15362550605,17593817433,20050196517,22470886966,
Kiribati,KIR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
